text,span,label,ordinal
ketua dewan ekonomi nasional aja berobat ke singapura hendaknya pejabat memberi contoh terlebih dahulu jangan hanya bisa bacot give example and people will follow,biaya,,
tiket pesawat domestik yang lebih mahal mungkin salah satu faktor pertimbangan juga orang berobat ke luar negeri,biaya,,
tiket pesawat domestik yang lebih mahal mungkin salah satu faktor pertimbangan juga orang berobat ke luar negeri,kualitas_diagnosis,,
kalo mau orang ga berobat ke luar negeri gampang kok brbrdokternya yang kompeten dan diagnosa tepatbrbrrumah sakit juga harga harus wajar dan kasih obat juga yang perlu saja di samping itu pelayanan harus bagus ke pasienbrbrpemerintah jangan apa alat teknologi kesehatan dan obat dipajakin besar yang berat kan masyarakat masa harga obat di penang setengah harga dari di indonesia kalian sehatbrbrdokter luar negeri yang berkualitas tarik aja ke sini biar dokter di indonesia ada saingan ada yg gelar prof diajak konsul maunya buru giliran ditanya jawabnya ga enak banget ga kayak dokter di penang,biaya,,
kalo mau orang ga berobat ke luar negeri gampang kok brbrdokternya yang kompeten dan diagnosa tepatbrbrrumah sakit juga harga harus wajar dan kasih obat juga yang perlu saja di samping itu pelayanan harus bagus ke pasienbrbrpemerintah jangan apa alat teknologi kesehatan dan obat dipajakin besar yang berat kan masyarakat masa harga obat di penang setengah harga dari di indonesia kalian sehatbrbrdokter luar negeri yang berkualitas tarik aja ke sini biar dokter di indonesia ada saingan ada yg gelar prof diajak konsul maunya buru giliran ditanya jawabnya ga enak banget ga kayak dokter di penang,fasilitas,,
kalo mau orang ga berobat ke luar negeri gampang kok brbrdokternya yang kompeten dan diagnosa tepatbrbrrumah sakit juga harga harus wajar dan kasih obat juga yang perlu saja di samping itu pelayanan harus bagus ke pasienbrbrpemerintah jangan apa alat teknologi kesehatan dan obat dipajakin besar yang berat kan masyarakat masa harga obat di penang setengah harga dari di indonesia kalian sehatbrbrdokter luar negeri yang berkualitas tarik aja ke sini biar dokter di indonesia ada saingan ada yg gelar prof diajak konsul maunya buru giliran ditanya jawabnya ga enak banget ga kayak dokter di penang,pelayanan,,
kalo mau orang ga berobat ke luar negeri gampang kok brbrdokternya yang kompeten dan diagnosa tepatbrbrrumah sakit juga harga harus wajar dan kasih obat juga yang perlu saja di samping itu pelayanan harus bagus ke pasienbrbrpemerintah jangan apa alat teknologi kesehatan dan obat dipajakin besar yang berat kan masyarakat masa harga obat di penang setengah harga dari di indonesia kalian sehatbrbrdokter luar negeri yang berkualitas tarik aja ke sini biar dokter di indonesia ada saingan ada yg gelar prof diajak konsul maunya buru giliran ditanya jawabnya ga enak banget ga kayak dokter di penang,aksesibilitas,,
kalo mau orang ga berobat ke luar negeri gampang kok brbrdokternya yang kompeten dan diagnosa tepatbrbrrumah sakit juga harga harus wajar dan kasih obat juga yang perlu saja di samping itu pelayanan harus bagus ke pasienbrbrpemerintah jangan apa alat teknologi kesehatan dan obat dipajakin besar yang berat kan masyarakat masa harga obat di penang setengah harga dari di indonesia kalian sehatbrbrdokter luar negeri yang berkualitas tarik aja ke sini biar dokter di indonesia ada saingan ada yg gelar prof diajak konsul maunya buru giliran ditanya jawabnya ga enak banget ga kayak dokter di penang,kualitas_diagnosis,,
gue pernah nemanin kakak gue berobat ke penang malaysia sambil liburan emang disana murah pelayanannya sangat memuaskan dokternya jujur kalo sakit a dibilang a obatnya murahpokok nya semua nyaman gak pake ribetwaduh kalo berobat di aceh apalagi di medan malah tambah penyakit lain,biaya,,
gue pernah nemanin kakak gue berobat ke penang malaysia sambil liburan emang disana murah pelayanannya sangat memuaskan dokternya jujur kalo sakit a dibilang a obatnya murahpokok nya semua nyaman gak pake ribetwaduh kalo berobat di aceh apalagi di medan malah tambah penyakit lain,pelayanan,,
kata diaspora indonesia yang bernama irwan prasetyo indonesia adalah negara muslim terbesar di dunia yang tidak pernah mempromosikan wisata peninggalan peradaban islam yang dipromosikan pemerintah malah bali hindu candi borobudur budha brlord luhut saja berobat ke singapura sedangkan bapak sby ke klinik mayo a,fasilitas,,
kata diaspora indonesia yang bernama irwan prasetyo indonesia adalah negara muslim terbesar di dunia yang tidak pernah mempromosikan wisata peninggalan peradaban islam yang dipromosikan pemerintah malah bali hindu candi borobudur budha brlord luhut saja berobat ke singapura sedangkan bapak sby ke klinik mayo a,aksesibilitas,,
trilliun ke negara lain ya lebih baik daripada trilliun masuk ke kantong koruptor yang ujungnya dibagi juga ke orang dalam ya orang partai anggota dewan dan orang instansi pemerintah juga ke siapa lagi jadi lebih baik berobat ke luar negeri memang,biaya,,
trilliun ke negara lain ya lebih baik daripada trilliun masuk ke kantong koruptor yang ujungnya dibagi juga ke orang dalam ya orang partai anggota dewan dan orang instansi pemerintah juga ke siapa lagi jadi lebih baik berobat ke luar negeri memang,fasilitas,,
setiap tahun ada pamerannya di surabaya promosi rumah sakit di luar negeri,fasilitas,,
setiap tahun ada pamerannya di surabaya promosi rumah sakit di luar negeri,pelayanan,,
saya sudah hampir tahun sakit lutut tanpa ada kejelasan setelah bolak balik ke r spesialis ortopedi dan penyakit dalam sekalipun brcurhat sama dokter umum disuruh berobat harus berobat ke luar negeri,pelayanan,,
memang biaya lebih murah tapi bukan menjamin kesembuhan itu kata pasen² sy yg sebelumnya berobat ke penang dan kl,biaya,,
memang biaya lebih murah tapi bukan menjamin kesembuhan itu kata pasen² sy yg sebelumnya berobat ke penang dan kl,pelayanan,,
menurut saya itu lebih bagus mereka berobat ke penang dan hasilnya ketauan pelayanannya juga bagus uang yang mereka keluarkan tidak siasia brdi indonesia kan gak bisa begitubrsatu hal dan yang utama yang harus di lakukan di indonesia adalah berantas bidang korupsi karena bidang korupsi di indonesia semakin maju ini yg utama ini yang harus di sikat sisanya tinggal di tata,biaya,,
menurut saya itu lebih bagus mereka berobat ke penang dan hasilnya ketauan pelayanannya juga bagus uang yang mereka keluarkan tidak siasia brdi indonesia kan gak bisa begitubrsatu hal dan yang utama yang harus di lakukan di indonesia adalah berantas bidang korupsi karena bidang korupsi di indonesia semakin maju ini yg utama ini yang harus di sikat sisanya tinggal di tata,fasilitas,,
menurut saya itu lebih bagus mereka berobat ke penang dan hasilnya ketauan pelayanannya juga bagus uang yang mereka keluarkan tidak siasia brdi indonesia kan gak bisa begitubrsatu hal dan yang utama yang harus di lakukan di indonesia adalah berantas bidang korupsi karena bidang korupsi di indonesia semakin maju ini yg utama ini yang harus di sikat sisanya tinggal di tata,pelayanan,,
menurut saya itu lebih bagus mereka berobat ke penang dan hasilnya ketauan pelayanannya juga bagus uang yang mereka keluarkan tidak siasia brdi indonesia kan gak bisa begitubrsatu hal dan yang utama yang harus di lakukan di indonesia adalah berantas bidang korupsi karena bidang korupsi di indonesia semakin maju ini yg utama ini yang harus di sikat sisanya tinggal di tata,aksesibilitas,,
menurut saya itu lebih bagus mereka berobat ke penang dan hasilnya ketauan pelayanannya juga bagus uang yang mereka keluarkan tidak siasia brdi indonesia kan gak bisa begitubrsatu hal dan yang utama yang harus di lakukan di indonesia adalah berantas bidang korupsi karena bidang korupsi di indonesia semakin maju ini yg utama ini yang harus di sikat sisanya tinggal di tata,kualitas_diagnosis,,
iklannya berobat ke penang selaluadadimalltantowi yahya buat iklan jugaapakah bukan kontra produktifdari segi devisadari usaha pemerintahberusaha agar tidak berobat keluar,general,,
propokator dokter disini pelayanannya sudah maksimal ad pelayanan bpjs biaya dibantu brcoba di malaysia berobat nya ada duit makanya dilayani bagaikan bak raja bringat klo berobat ke luar negeri devisa negara bakal berkurang kemiskinan juga akan meningkat brterserah mau kemana,biaya,,
propokator dokter disini pelayanannya sudah maksimal ad pelayanan bpjs biaya dibantu brcoba di malaysia berobat nya ada duit makanya dilayani bagaikan bak raja bringat klo berobat ke luar negeri devisa negara bakal berkurang kemiskinan juga akan meningkat brterserah mau kemana,fasilitas,,
propokator dokter disini pelayanannya sudah maksimal ad pelayanan bpjs biaya dibantu brcoba di malaysia berobat nya ada duit makanya dilayani bagaikan bak raja bringat klo berobat ke luar negeri devisa negara bakal berkurang kemiskinan juga akan meningkat brterserah mau kemana,pelayanan,,
orang berobat ke penang sebenarnya bukan murah yang di cari tapi penanganan yang lebih cepat dan diagnosa yang lebih tepat oleh dokter profesional kalo lebih murah hanya bonus sih,biaya,,
orang berobat ke penang sebenarnya bukan murah yang di cari tapi penanganan yang lebih cepat dan diagnosa yang lebih tepat oleh dokter profesional kalo lebih murah hanya bonus sih,pelayanan,,
orang berobat ke penang sebenarnya bukan murah yang di cari tapi penanganan yang lebih cepat dan diagnosa yang lebih tepat oleh dokter profesional kalo lebih murah hanya bonus sih,kualitas_diagnosis,,
mbak kemarin sy berobat ke penang bln lagi kontrol minta doanya ya mbak semoga berhasil aamiin,pelayanan,,
mbak kemarin sy berobat ke penang bln lagi kontrol minta doanya ya mbak semoga berhasil aamiin,kualitas_diagnosis,,
sudah sejak kami sekeluarga selalu berobat ke penang atau singaporebrini karena beaya kurang lebih sama tapi kualitas layanan jauh lebih memuaskanbryang paling keren itu para dokternya sangat baik dan siap melayani pertanyaan kita sampai detail dengan sabarbrkapan ya para dokter kita bisa sebaik mereka,fasilitas,,
sudah sejak kami sekeluarga selalu berobat ke penang atau singaporebrini karena beaya kurang lebih sama tapi kualitas layanan jauh lebih memuaskanbryang paling keren itu para dokternya sangat baik dan siap melayani pertanyaan kita sampai detail dengan sabarbrkapan ya para dokter kita bisa sebaik mereka,pelayanan,,
sudah sejak kami sekeluarga selalu berobat ke penang atau singaporebrini karena beaya kurang lebih sama tapi kualitas layanan jauh lebih memuaskanbryang paling keren itu para dokternya sangat baik dan siap melayani pertanyaan kita sampai detail dengan sabarbrkapan ya para dokter kita bisa sebaik mereka,aksesibilitas,,
sudah sejak kami sekeluarga selalu berobat ke penang atau singaporebrini karena beaya kurang lebih sama tapi kualitas layanan jauh lebih memuaskanbryang paling keren itu para dokternya sangat baik dan siap melayani pertanyaan kita sampai detail dengan sabarbrkapan ya para dokter kita bisa sebaik mereka,kualitas_diagnosis,,
tip bagi rakyat indonesia yang tidak bisa berobat ke luar negeri carilah dokter yang pintar dan tidak mataduitan darimana kita tahu salah satu sumber info adalah perawat yang kerja di rumah sakit perawat ini tahu baik buruknya dokter di rumah sakit,biaya,,
tip bagi rakyat indonesia yang tidak bisa berobat ke luar negeri carilah dokter yang pintar dan tidak mataduitan darimana kita tahu salah satu sumber info adalah perawat yang kerja di rumah sakit perawat ini tahu baik buruknya dokter di rumah sakit,fasilitas,,
tip bagi rakyat indonesia yang tidak bisa berobat ke luar negeri carilah dokter yang pintar dan tidak mataduitan darimana kita tahu salah satu sumber info adalah perawat yang kerja di rumah sakit perawat ini tahu baik buruknya dokter di rumah sakit,pelayanan,,
tip bagi rakyat indonesia yang tidak bisa berobat ke luar negeri carilah dokter yang pintar dan tidak mataduitan darimana kita tahu salah satu sumber info adalah perawat yang kerja di rumah sakit perawat ini tahu baik buruknya dokter di rumah sakit,aksesibilitas,,
tip bagi rakyat indonesia yang tidak bisa berobat ke luar negeri carilah dokter yang pintar dan tidak mataduitan darimana kita tahu salah satu sumber info adalah perawat yang kerja di rumah sakit perawat ini tahu baik buruknya dokter di rumah sakit,kualitas_diagnosis,,
saya juga pernah punya pengalaman berobat ke malaysia waktu itu pa anak saya kena demam berdarah di rumah sakit indonesia suruh rawat inap sedangkan waktu itu saya pergi ke rumahsakit sultan ismail johor pagi masuk rumahsakit langsung di infus kasih obat dan segala macem pa sore udah boleh pulang dan kondisi anak saya memang sudah jauh membaik dan gak sampai rawat inap padahal saya sudah menduga akan rawat inap mungkin hari ternyata dugaan saya salah total,fasilitas,,
saya juga pernah punya pengalaman berobat ke malaysia waktu itu pa anak saya kena demam berdarah di rumah sakit indonesia suruh rawat inap sedangkan waktu itu saya pergi ke rumahsakit sultan ismail johor pagi masuk rumahsakit langsung di infus kasih obat dan segala macem pa sore udah boleh pulang dan kondisi anak saya memang sudah jauh membaik dan gak sampai rawat inap padahal saya sudah menduga akan rawat inap mungkin hari ternyata dugaan saya salah total,pelayanan,,
saya juga pernah punya pengalaman berobat ke malaysia waktu itu pa anak saya kena demam berdarah di rumah sakit indonesia suruh rawat inap sedangkan waktu itu saya pergi ke rumahsakit sultan ismail johor pagi masuk rumahsakit langsung di infus kasih obat dan segala macem pa sore udah boleh pulang dan kondisi anak saya memang sudah jauh membaik dan gak sampai rawat inap padahal saya sudah menduga akan rawat inap mungkin hari ternyata dugaan saya salah total,aksesibilitas,,
saya juga pernah punya pengalaman berobat ke malaysia waktu itu pa anak saya kena demam berdarah di rumah sakit indonesia suruh rawat inap sedangkan waktu itu saya pergi ke rumahsakit sultan ismail johor pagi masuk rumahsakit langsung di infus kasih obat dan segala macem pa sore udah boleh pulang dan kondisi anak saya memang sudah jauh membaik dan gak sampai rawat inap padahal saya sudah menduga akan rawat inap mungkin hari ternyata dugaan saya salah total,kualitas_diagnosis,,
berobat ke penang memang sangat murah dan pelayanan sangat ramahbrsaya pernah mau general cek up dan dpt info perbandingan biaya dng penang jumlah item gc lebih banyak sehari keluar hasil dan nasehat biaya di jkt bisa unt beli tiket pesawat pp dan hotel murah malam serta jajan,biaya,,
berobat ke penang memang sangat murah dan pelayanan sangat ramahbrsaya pernah mau general cek up dan dpt info perbandingan biaya dng penang jumlah item gc lebih banyak sehari keluar hasil dan nasehat biaya di jkt bisa unt beli tiket pesawat pp dan hotel murah malam serta jajan,fasilitas,,
berobat ke penang memang sangat murah dan pelayanan sangat ramahbrsaya pernah mau general cek up dan dpt info perbandingan biaya dng penang jumlah item gc lebih banyak sehari keluar hasil dan nasehat biaya di jkt bisa unt beli tiket pesawat pp dan hotel murah malam serta jajan,pelayanan,,
berobat ke penang memang sangat murah dan pelayanan sangat ramahbrsaya pernah mau general cek up dan dpt info perbandingan biaya dng penang jumlah item gc lebih banyak sehari keluar hasil dan nasehat biaya di jkt bisa unt beli tiket pesawat pp dan hotel murah malam serta jajan,kualitas_diagnosis,,
dokter di malaysia s di jakarta s,pelayanan,,
di indo tuh tiap kali ganti presiden juga ganti menteri juga ganti aturan jadi para elit politik dan org berduit dan berkuasa di indo gak peduli ama rakyat kayak kita krn mereka sibuk saling merebut kekuasaan dan bagi jatah sedangkan kita bekerja matian jg dikenakan pajak dan hr bayar pajak uang dari bayar pajak malah buat gaji para pejabat yg korup dan semua ini merembes ke semua aspek kehidupan di indo uda eksploitasi alam gilaan sampe byk ekosistem yg rusak ini ditambah lagi mengeksploitasi manusia dokter di indo itu sebagian besar jualan obat ke pasien obat murah dijual mahal biar cepat kaya sejauh timur ke barat itulah perbandingan dokter indo ama dokter malaysia hrsnya para pajabat dan dokter di indo malu tapi kenyataannya mereka bodo amat krn urat malunya uda putus dan gak ada obatnya lagi buat disambung selagi punya cukup uang kalo sakit jauh lebih mending berobat ke malaysia yg di kalimantan bisa coba ke kuching di sana dokternya jg bagus kalo sakitnya butuh medis lebih lanjut baru coba berobat ke penang,biaya,,
di indo tuh tiap kali ganti presiden juga ganti menteri juga ganti aturan jadi para elit politik dan org berduit dan berkuasa di indo gak peduli ama rakyat kayak kita krn mereka sibuk saling merebut kekuasaan dan bagi jatah sedangkan kita bekerja matian jg dikenakan pajak dan hr bayar pajak uang dari bayar pajak malah buat gaji para pejabat yg korup dan semua ini merembes ke semua aspek kehidupan di indo uda eksploitasi alam gilaan sampe byk ekosistem yg rusak ini ditambah lagi mengeksploitasi manusia dokter di indo itu sebagian besar jualan obat ke pasien obat murah dijual mahal biar cepat kaya sejauh timur ke barat itulah perbandingan dokter indo ama dokter malaysia hrsnya para pajabat dan dokter di indo malu tapi kenyataannya mereka bodo amat krn urat malunya uda putus dan gak ada obatnya lagi buat disambung selagi punya cukup uang kalo sakit jauh lebih mending berobat ke malaysia yg di kalimantan bisa coba ke kuching di sana dokternya jg bagus kalo sakitnya butuh medis lebih lanjut baru coba berobat ke penang,fasilitas,,
di indo tuh tiap kali ganti presiden juga ganti menteri juga ganti aturan jadi para elit politik dan org berduit dan berkuasa di indo gak peduli ama rakyat kayak kita krn mereka sibuk saling merebut kekuasaan dan bagi jatah sedangkan kita bekerja matian jg dikenakan pajak dan hr bayar pajak uang dari bayar pajak malah buat gaji para pejabat yg korup dan semua ini merembes ke semua aspek kehidupan di indo uda eksploitasi alam gilaan sampe byk ekosistem yg rusak ini ditambah lagi mengeksploitasi manusia dokter di indo itu sebagian besar jualan obat ke pasien obat murah dijual mahal biar cepat kaya sejauh timur ke barat itulah perbandingan dokter indo ama dokter malaysia hrsnya para pajabat dan dokter di indo malu tapi kenyataannya mereka bodo amat krn urat malunya uda putus dan gak ada obatnya lagi buat disambung selagi punya cukup uang kalo sakit jauh lebih mending berobat ke malaysia yg di kalimantan bisa coba ke kuching di sana dokternya jg bagus kalo sakitnya butuh medis lebih lanjut baru coba berobat ke penang,pelayanan,,
di indo tuh tiap kali ganti presiden juga ganti menteri juga ganti aturan jadi para elit politik dan org berduit dan berkuasa di indo gak peduli ama rakyat kayak kita krn mereka sibuk saling merebut kekuasaan dan bagi jatah sedangkan kita bekerja matian jg dikenakan pajak dan hr bayar pajak uang dari bayar pajak malah buat gaji para pejabat yg korup dan semua ini merembes ke semua aspek kehidupan di indo uda eksploitasi alam gilaan sampe byk ekosistem yg rusak ini ditambah lagi mengeksploitasi manusia dokter di indo itu sebagian besar jualan obat ke pasien obat murah dijual mahal biar cepat kaya sejauh timur ke barat itulah perbandingan dokter indo ama dokter malaysia hrsnya para pajabat dan dokter di indo malu tapi kenyataannya mereka bodo amat krn urat malunya uda putus dan gak ada obatnya lagi buat disambung selagi punya cukup uang kalo sakit jauh lebih mending berobat ke malaysia yg di kalimantan bisa coba ke kuching di sana dokternya jg bagus kalo sakitnya butuh medis lebih lanjut baru coba berobat ke penang,aksesibilitas,,
terimakasih sharingnya kak sangat bermanfaat mau nanya kalau cari informasi berobat ke penang malaysia bisa lewat mana ya,aksesibilitas,,
pemerintah nyinyir bila rakyatnya menggunakan bahasa inggeris tapi anak nya semua sekolah internasional dan kuliah luar negararakyat buat negara rugi jika berobat ke luar negeriluhut sendiri berobat di singapore kerana masih ragu dengan kemampuan doktor dirumah sakit yg ada di indon rakyat indon tidak sedar politik yg dimainkan oleh pemerintahfafafufu,biaya,,
pemerintah nyinyir bila rakyatnya menggunakan bahasa inggeris tapi anak nya semua sekolah internasional dan kuliah luar negararakyat buat negara rugi jika berobat ke luar negeriluhut sendiri berobat di singapore kerana masih ragu dengan kemampuan doktor dirumah sakit yg ada di indon rakyat indon tidak sedar politik yg dimainkan oleh pemerintahfafafufu,fasilitas,,
pemerintah nyinyir bila rakyatnya menggunakan bahasa inggeris tapi anak nya semua sekolah internasional dan kuliah luar negararakyat buat negara rugi jika berobat ke luar negeriluhut sendiri berobat di singapore kerana masih ragu dengan kemampuan doktor dirumah sakit yg ada di indon rakyat indon tidak sedar politik yg dimainkan oleh pemerintahfafafufu,pelayanan,,
pemerintah nyinyir bila rakyatnya menggunakan bahasa inggeris tapi anak nya semua sekolah internasional dan kuliah luar negararakyat buat negara rugi jika berobat ke luar negeriluhut sendiri berobat di singapore kerana masih ragu dengan kemampuan doktor dirumah sakit yg ada di indon rakyat indon tidak sedar politik yg dimainkan oleh pemerintahfafafufu,aksesibilitas,,
bukan karena malaysia negara hebat itu karena budaya indonesia yang merasa berobat ke luar negeri lebih oke bukan hanya malaysia tapi ke singapura jepang korea bahkan sampai ke eropa dan amerika jadi kalo malaysia merasa lebih hebat dari indonesia ya salah besar itu karena faktor budaya indonesia yang harus di kikis karena sudah banyak dokter indonesia yang praktek di luar negeri tapi pa balik ke indonesia masih banyak yang berobat ke luar negeri jadi ini faktor kebiasaan dan gengsi selain itu biaya berobat di indonesia lebih mahal dari di luar negeri itulah penyebabnya,biaya,,
bukan karena malaysia negara hebat itu karena budaya indonesia yang merasa berobat ke luar negeri lebih oke bukan hanya malaysia tapi ke singapura jepang korea bahkan sampai ke eropa dan amerika jadi kalo malaysia merasa lebih hebat dari indonesia ya salah besar itu karena faktor budaya indonesia yang harus di kikis karena sudah banyak dokter indonesia yang praktek di luar negeri tapi pa balik ke indonesia masih banyak yang berobat ke luar negeri jadi ini faktor kebiasaan dan gengsi selain itu biaya berobat di indonesia lebih mahal dari di luar negeri itulah penyebabnya,pelayanan,,
bukan karena malaysia negara hebat itu karena budaya indonesia yang merasa berobat ke luar negeri lebih oke bukan hanya malaysia tapi ke singapura jepang korea bahkan sampai ke eropa dan amerika jadi kalo malaysia merasa lebih hebat dari indonesia ya salah besar itu karena faktor budaya indonesia yang harus di kikis karena sudah banyak dokter indonesia yang praktek di luar negeri tapi pa balik ke indonesia masih banyak yang berobat ke luar negeri jadi ini faktor kebiasaan dan gengsi selain itu biaya berobat di indonesia lebih mahal dari di luar negeri itulah penyebabnya,aksesibilitas,,
bukan karena malaysia negara hebat itu karena budaya indonesia yang merasa berobat ke luar negeri lebih oke bukan hanya malaysia tapi ke singapura jepang korea bahkan sampai ke eropa dan amerika jadi kalo malaysia merasa lebih hebat dari indonesia ya salah besar itu karena faktor budaya indonesia yang harus di kikis karena sudah banyak dokter indonesia yang praktek di luar negeri tapi pa balik ke indonesia masih banyak yang berobat ke luar negeri jadi ini faktor kebiasaan dan gengsi selain itu biaya berobat di indonesia lebih mahal dari di luar negeri itulah penyebabnya,kualitas_diagnosis,,
nyokap juga selalu pengennya berobat ke penang,general,,
tau ga yg paling gila sama dokter di malaysia saya ama mama sy landing di kl udah sore jam an trus naik taxi lgsg ke r berharap blom tutup tp pa sampe udah tutup sisa perawat jaga aja tp yg bikin kaget tetep di suruh register ama minta tunggu sebentar dan taraaa gak sampe jam dokter yg udah sampe rumah balik lg ke r dgn pake baju bebas pake jean ama kaos polo doank dan dia mau balik lg ke r cuma buat konsultasi sama mama saya padahal bisa by phone abis konsul di bikin rujukan lab jd besok pagi bisa balik ke r dan hasil lab udah keluar semua kegiatan hari ini free cuma bayar regster dan lab nya aja kebayang klo di indo konsul buat cek lab dokter aja udah kena rb,biaya,,
tau ga yg paling gila sama dokter di malaysia saya ama mama sy landing di kl udah sore jam an trus naik taxi lgsg ke r berharap blom tutup tp pa sampe udah tutup sisa perawat jaga aja tp yg bikin kaget tetep di suruh register ama minta tunggu sebentar dan taraaa gak sampe jam dokter yg udah sampe rumah balik lg ke r dgn pake baju bebas pake jean ama kaos polo doank dan dia mau balik lg ke r cuma buat konsultasi sama mama saya padahal bisa by phone abis konsul di bikin rujukan lab jd besok pagi bisa balik ke r dan hasil lab udah keluar semua kegiatan hari ini free cuma bayar regster dan lab nya aja kebayang klo di indo konsul buat cek lab dokter aja udah kena rb,fasilitas,,
tau ga yg paling gila sama dokter di malaysia saya ama mama sy landing di kl udah sore jam an trus naik taxi lgsg ke r berharap blom tutup tp pa sampe udah tutup sisa perawat jaga aja tp yg bikin kaget tetep di suruh register ama minta tunggu sebentar dan taraaa gak sampe jam dokter yg udah sampe rumah balik lg ke r dgn pake baju bebas pake jean ama kaos polo doank dan dia mau balik lg ke r cuma buat konsultasi sama mama saya padahal bisa by phone abis konsul di bikin rujukan lab jd besok pagi bisa balik ke r dan hasil lab udah keluar semua kegiatan hari ini free cuma bayar regster dan lab nya aja kebayang klo di indo konsul buat cek lab dokter aja udah kena rb,pelayanan,,
tau ga yg paling gila sama dokter di malaysia saya ama mama sy landing di kl udah sore jam an trus naik taxi lgsg ke r berharap blom tutup tp pa sampe udah tutup sisa perawat jaga aja tp yg bikin kaget tetep di suruh register ama minta tunggu sebentar dan taraaa gak sampe jam dokter yg udah sampe rumah balik lg ke r dgn pake baju bebas pake jean ama kaos polo doank dan dia mau balik lg ke r cuma buat konsultasi sama mama saya padahal bisa by phone abis konsul di bikin rujukan lab jd besok pagi bisa balik ke r dan hasil lab udah keluar semua kegiatan hari ini free cuma bayar regster dan lab nya aja kebayang klo di indo konsul buat cek lab dokter aja udah kena rb,kualitas_diagnosis,,
alasan aku berobat di indonesia karena ga ada biaya buat berobat ke luar negeri,biaya,,
alasan aku berobat di indonesia karena ga ada biaya buat berobat ke luar negeri,aksesibilitas,,
ini aja yg berobat ke luar negeri ktnya merugikan negara karena uang rakyat mengalir ke malaysia klau bpjs kerja sama sudah pasti masyarakat lebih memilik ke malaysia,biaya,,
anak saya th kena tumor tulang kalau punya uang cukup saya mau bawa anak saya berobat ke penang,biaya,,
minta doanya suamiku sakit kanker otak untuk saat ini sedang berkordinasi dokter di singapura untuk mau di oprasi di sana tp kondisi saat ini masih lemah di icu mohon doanya semuanya,pelayanan,,
saya mau bawa ortu berobat ke penang kk ada rekomendasi agen nya saya belum pernah kesana,pelayanan,,
sama kaya sby udh tau bobrok nya kedokteran indonesia tapi semasa dia menjabat diam aja pa istri nya sakit berobat ke singapura walaupun akhirnya meninggal juga ini bukti ketidakpercayaan nya orang indonesia sama dokter indonesia bahkan mantan presiden sekalipun tidak percaya sama dokter indonesia,biaya,,
sama kaya sby udh tau bobrok nya kedokteran indonesia tapi semasa dia menjabat diam aja pa istri nya sakit berobat ke singapura walaupun akhirnya meninggal juga ini bukti ketidakpercayaan nya orang indonesia sama dokter indonesia bahkan mantan presiden sekalipun tidak percaya sama dokter indonesia,pelayanan,,
sama kaya sby udh tau bobrok nya kedokteran indonesia tapi semasa dia menjabat diam aja pa istri nya sakit berobat ke singapura walaupun akhirnya meninggal juga ini bukti ketidakpercayaan nya orang indonesia sama dokter indonesia bahkan mantan presiden sekalipun tidak percaya sama dokter indonesia,aksesibilitas,,
ini lah yg merusak dan membuat banyak masyarakat indonesia banyak berobat ke penang malaka singapore brpemerintah harus turun tangan bubarkan idi,aksesibilitas,,
kenapa orang indonesia berobat ke luar negeri karena berobat di dalam negeri duit udah habis penyakit nya ga sembuh sembuh,biaya,,
kenapa orang indonesia berobat ke luar negeri karena berobat di dalam negeri duit udah habis penyakit nya ga sembuh sembuh,pelayanan,,
kenapa orang indonesia berobat ke luar negeri karena berobat di dalam negeri duit udah habis penyakit nya ga sembuh sembuh,aksesibilitas,,
pantas sedikit sedikit berobat ke luar negeri kalu bukan pejabat pasti orang banyak uang matilah orang miskin karena di bedakan luar biasa,biaya,,
pantas sedikit sedikit berobat ke luar negeri kalu bukan pejabat pasti orang banyak uang matilah orang miskin karena di bedakan luar biasa,pelayanan,,
yg ngomong ini bakal dijegal yg mampu berobat ke singapura malaysia cina yg super ke jerman u dll pakjokowi bingung sekarang menkes bukan dokter bisa lihat sebagai penonton mengerti melihat idi dari luar,biaya,,
yg ngomong ini bakal dijegal yg mampu berobat ke singapura malaysia cina yg super ke jerman u dll pakjokowi bingung sekarang menkes bukan dokter bisa lihat sebagai penonton mengerti melihat idi dari luar,pelayanan,,
kenapa orang indonesia berobat ke luar negeri seperti singapore itu semua karena bobroknya sistem kedokteran indonesia yang berakibat penurunan kualitas dokter indonesia dokter yang tidak berkualitas bisa lulu karena koneksi ataupun uang sudah saatnya asosiasi kedokteran dibubarkan dan pemerintah mengambil alih langsung,biaya,,
kenapa orang indonesia berobat ke luar negeri seperti singapore itu semua karena bobroknya sistem kedokteran indonesia yang berakibat penurunan kualitas dokter indonesia dokter yang tidak berkualitas bisa lulu karena koneksi ataupun uang sudah saatnya asosiasi kedokteran dibubarkan dan pemerintah mengambil alih langsung,fasilitas,,
kenapa orang indonesia berobat ke luar negeri seperti singapore itu semua karena bobroknya sistem kedokteran indonesia yang berakibat penurunan kualitas dokter indonesia dokter yang tidak berkualitas bisa lulu karena koneksi ataupun uang sudah saatnya asosiasi kedokteran dibubarkan dan pemerintah mengambil alih langsung,pelayanan,,
